,x,y
0,2.0255329831497972,2.95
1,2.034716656619185,2.95
2,2.0439003300885727,2.95
3,2.0530840035579603,2.95
4,2.0622676770273483,2.95
5,2.0714513504967362,2.95
6,2.0806350239661238,2.95
7,2.0898186974355113,2.95
8,2.0990023709048993,2.95
9,2.1081860443742872,2.95
10,2.117369717843675,2.95
11,2.1265533913130623,2.95
12,2.1357370647824503,2.95
13,2.1449207382518383,2.95
14,2.154104411721226,2.95
15,2.1632880851906133,2.95
16,2.1724717586600013,2.95
17,2.1816554321293893,2.95
18,2.190839105598777,2.95
19,2.2000227790681643,2.95
20,2.2092064525375523,2.95
21,2.2183901260069403,2.95
22,2.227573799476328,2.95
23,2.2367574729457154,2.95
24,2.2459411464151033,2.95
25,2.2551248198844913,2.95
26,2.264308493353879,2.95
27,2.2734921668232664,2.95
28,2.2826758402926544,2.95
29,2.2918595137620423,2.95
30,2.30104318723143,2.95
31,2.3102268607008174,2.95
32,2.3194105341702054,2.95
33,2.3285942076395933,2.95
34,2.337777881108981,2.95
35,2.3469615545783684,2.95
36,2.3561452280477564,2.95
37,2.3653289015171444,2.95
38,2.374512574986532,2.95
39,2.3836962484559194,2.95
40,2.3928799219253074,2.95
41,2.4020635953946954,2.95
42,2.411247268864083,2.95
43,2.4204309423334704,2.95
44,2.4296146158028584,2.95
45,2.4387982892722464,2.95
46,2.447981962741634,2.95
47,2.4571656362110215,2.95
48,2.4663493096804094,2.95
49,2.4755329831497974,2.95
50,2.4755329831497974,2.95
51,2.4931613508142076,2.950282581089622
52,2.5107716041391894,2.951130033987315
53,2.5283456473990222,2.9525414878779412
54,2.5458654220762753,2.954515492397215
55,2.563312925418156,2.9570500191220526
56,2.580670228935552,2.9601424636549143
57,2.59791949682577,2.963789648299997
58,2.615043004300026,2.967987825328534
59,2.632023155796865,2.9727326808298367
60,2.648842503062789,2.9780193391441325
61,2.6654837630815162,2.983842367872632
62,2.6819298358334533,2.990195783459688
63,2.698163821867114,2.9970730573413036
64,2.714169039664454,3.0044671226536694
65,2.7299290427822562,3.01237038149485
66,2.745427636751963,3.020774712732136
67,2.7606488957205864,3.02967148034706
68,2.775577178815599,3.0390515423094877
69,2.7901971462169906,3.0489052599716744
70,2.804493774919966,3.059222507972624
71,2.818452374172101,3.0699926846425836
72,2.8320586005690807,3.081204722896976
73,2.8452984727935213,3.0928471016085766
74,2.8581583859817146,3.10490785744625
75,2.8706251257035476,3.117374597168083
76,2.882685881541221,3.130234510356276
77,2.894328260252821,3.1434743825807168
78,2.905540298507214,3.157080608977697
79,2.9163104751771733,3.1710392082298315
80,2.926627723178123,3.185335836932807
81,2.9364814408403097,3.1999558043341985
82,2.945861502802738,3.2148840874292115
83,2.9547582704176616,3.2301053463978344
84,2.9631626016549473,3.2456039403675407
85,2.971065860496128,3.2613639434853434
86,2.978459925808494,3.2773691612826834
87,2.9853371996901092,3.2936031473163445
88,2.9916906152771654,3.310049220068281
89,2.9975136440056653,3.326690480087009
90,3.0028003023199608,3.3435098273529325
91,3.007545157821263,3.3604899788497713
92,3.0117433348498004,3.3776134863240275
93,3.015390519494883,3.3948627542142455
94,3.018482964027745,3.4122200577316417
95,3.021017490752582,3.4296675610735217
96,3.0229914952718566,3.447187335750775
97,3.024402949162482,3.464761379010608
98,3.0252504020601756,3.4823716323355898
99,3.0255329831497972,3.5
100,3.0255329831497972,3.5
101,3.0255329831497972,3.5275510204081635
102,3.0255329831497972,3.555102040816327
103,3.0255329831497972,3.58265306122449
104,3.0255329831497972,3.610204081632653
105,3.0255329831497972,3.6377551020408165
106,3.0255329831497972,3.66530612244898
107,3.0255329831497972,3.692857142857143
108,3.0255329831497972,3.720408163265306
109,3.0255329831497972,3.7479591836734696
110,3.0255329831497972,3.775510204081633
111,3.0255329831497972,3.803061224489796
112,3.0255329831497972,3.830612244897959
113,3.0255329831497972,3.8581632653061226
114,3.0255329831497972,3.885714285714286
115,3.0255329831497972,3.913265306122449
116,3.0255329831497972,3.940816326530612
117,3.0255329831497972,3.9683673469387757
118,3.0255329831497972,3.995918367346939
119,3.0255329831497972,4.023469387755102
120,3.0255329831497972,4.051020408163265
121,3.0255329831497972,4.078571428571429
122,3.0255329831497972,4.106122448979592
123,3.0255329831497972,4.133673469387755
124,3.0255329831497972,4.161224489795918
125,3.0255329831497972,4.188775510204081
126,3.0255329831497972,4.216326530612245
127,3.0255329831497972,4.243877551020408
128,3.0255329831497972,4.271428571428572
129,3.0255329831497972,4.298979591836735
130,3.0255329831497972,4.326530612244898
131,3.0255329831497972,4.354081632653061
132,3.0255329831497972,4.381632653061224
133,3.0255329831497972,4.409183673469387
134,3.0255329831497972,4.436734693877551
135,3.0255329831497972,4.464285714285714
136,3.0255329831497972,4.491836734693878
137,3.0255329831497972,4.519387755102041
138,3.0255329831497972,4.546938775510204
139,3.0255329831497972,4.5744897959183675
140,3.0255329831497972,4.6020408163265305
141,3.0255329831497972,4.6295918367346935
142,3.0255329831497972,4.6571428571428575
143,3.0255329831497972,4.6846938775510205
144,3.0255329831497972,4.7122448979591836
145,3.0255329831497972,4.7397959183673475
146,3.0255329831497972,4.7673469387755105
147,3.0255329831497972,4.794897959183674
148,3.0255329831497972,4.822448979591837
149,3.0255329831497972,4.8500000000000005
150,3.0255329831497972,4.8500000000000005
151,3.0252504020601756,4.867628367664411
152,3.024402949162482,4.8852386209893925
153,3.0229914952718566,4.902812664249225
154,3.0210174907525826,4.920332438926478
155,3.018482964027745,4.937779942268358
156,3.015390519494883,4.955137245785755
157,3.0117433348498004,4.972386513675973
158,3.007545157821263,4.989510021150229
159,3.0028003023199608,5.006490172647068
160,2.9975136440056653,5.023309519912992
161,2.9916906152771654,5.039950779931719
162,2.9853371996901092,5.0563968526836565
163,2.978459925808494,5.072630838717317
164,2.971065860496128,5.088636056514657
165,2.9631626016549473,5.10439605963246
166,2.9547582704176616,5.119894653602167
167,2.945861502802738,5.1351159125707895
168,2.9364814408403097,5.150044195665802
169,2.926627723178123,5.164664163067194
170,2.9163104751771733,5.178960791770169
171,2.905540298507214,5.192919391022304
172,2.894328260252821,5.206525617419284
173,2.882685881541221,5.219765489643724
174,2.8706251257035476,5.232625402831918
175,2.8581583859817146,5.245092142553751
176,2.8452984727935213,5.257152898391424
177,2.8320586005690807,5.268795277103024
178,2.818452374172101,5.280007315357417
179,2.8044937749199663,5.2907774920273765
180,2.7901971462169906,5.301094740028326
181,2.775577178815599,5.310948457690513
182,2.7606488957205864,5.320328519652941
183,2.745427636751963,5.329225287267865
184,2.7299290427822567,5.337629618505151
185,2.714169039664454,5.345532877346331
186,2.698163821867114,5.352926942658697
187,2.6819298358334533,5.359804216540312
188,2.6654837630815162,5.3661576321273685
189,2.648842503062789,5.3719806608558685
190,2.6320231557968654,5.377267319170164
191,2.615043004300026,5.382012174671466
192,2.59791949682577,5.3862103517000035
193,2.580670228935552,5.389857536345087
194,2.563312925418156,5.3929499808779475
195,2.5458654220762753,5.395484507602786
196,2.5283456473990222,5.397458512122059
197,2.5107716041391894,5.398869966012685
198,2.4931613508142076,5.399717418910379
199,2.4755329831497974,5.4
200,2.4755329831497974,5.4
201,2.4663493096804094,5.4
202,2.4571656362110215,5.4
203,2.447981962741634,5.4
204,2.4387982892722464,5.4
205,2.4296146158028584,5.4
206,2.4204309423334704,5.4
207,2.411247268864083,5.4
208,2.4020635953946954,5.4
209,2.3928799219253074,5.4
210,2.3836962484559194,5.4
211,2.374512574986532,5.4
212,2.3653289015171444,5.4
213,2.3561452280477564,5.4
214,2.3469615545783684,5.4
215,2.337777881108981,5.4
216,2.3285942076395933,5.4
217,2.3194105341702054,5.4
218,2.3102268607008174,5.4
219,2.30104318723143,5.4
220,2.2918595137620423,5.4
221,2.2826758402926544,5.4
222,2.2734921668232664,5.4
223,2.264308493353879,5.4
224,2.2551248198844913,5.4
225,2.2459411464151033,5.4
226,2.2367574729457154,5.4
227,2.227573799476328,5.4
228,2.2183901260069403,5.4
229,2.2092064525375523,5.4
230,2.2000227790681643,5.4
231,2.190839105598777,5.4
232,2.1816554321293893,5.4
233,2.1724717586600013,5.4
234,2.1632880851906133,5.4
235,2.154104411721226,5.4
236,2.1449207382518383,5.4
237,2.1357370647824503,5.4
238,2.1265533913130623,5.4
239,2.117369717843675,5.4
240,2.1081860443742872,5.4
241,2.0990023709048993,5.4
242,2.0898186974355113,5.4
243,2.0806350239661238,5.4
244,2.0714513504967362,5.4
245,2.0622676770273483,5.4
246,2.0530840035579603,5.4
247,2.0439003300885727,5.4
248,2.034716656619185,5.4
249,2.0255329831497972,5.4
250,2.0255329831497972,5.4
251,2.007904615485387,5.399717418910379
252,1.9902943621604052,5.398869966012685
253,1.9727203189005722,5.397458512122059
254,1.955200544223319,5.395484507602786
255,1.9377530408814387,5.3929499808779475
256,1.9203957373640426,5.389857536345087
257,1.9031464694738243,5.3862103517000035
258,1.8860229619995683,5.382012174671466
259,1.8690428105027295,5.377267319170164
260,1.8522234632368058,5.3719806608558685
261,1.835582203218078,5.3661576321273685
262,1.8191361304661415,5.359804216540312
263,1.8029021444324806,5.352926942658697
264,1.7868969266351402,5.345532877346331
265,1.771136923517338,5.337629618505151
266,1.7556383295476317,5.329225287267865
267,1.7404170705790085,5.320328519652941
268,1.7254887874839955,5.310948457690513
269,1.710868820082604,5.301094740028326
270,1.6965721913796283,5.2907774920273765
271,1.6826135921274938,5.280007315357417
272,1.6690073657305138,5.268795277103024
273,1.655767493506073,5.257152898391424
274,1.6429075803178796,5.245092142553751
275,1.630440840596047,5.232625402831918
276,1.6183800847583738,5.219765489643725
277,1.6067377060467734,5.206525617419284
278,1.5955256677923808,5.192919391022304
279,1.584755491122421,5.178960791770169
280,1.5744382431214716,5.164664163067194
281,1.564584525459285,5.150044195665802
282,1.555204463496857,5.1351159125707895
283,1.546307695881933,5.119894653602167
284,1.5379033646446472,5.10439605963246
285,1.5300001058034667,5.088636056514657
286,1.5226060404911004,5.072630838717317
287,1.5157287666094854,5.0563968526836565
288,1.509375351022429,5.03995077993172
289,1.5035523222939293,5.023309519912992
290,1.498265663979634,5.0064901726470685
291,1.4935208084783311,4.989510021150229
292,1.4893226314497943,4.972386513675973
293,1.4856754468047113,4.955137245785755
294,1.4825830022718498,4.937779942268359
295,1.480048475547012,4.920332438926479
296,1.478074471027738,4.902812664249225
297,1.4766630171371122,4.8852386209893925
298,1.4758155642394188,4.867628367664411
299,1.4755329831497972,4.8500000000000005
300,1.4755329831497972,4.8500000000000005
301,1.4755329831497972,4.822448979591837
302,1.4755329831497972,4.794897959183674
303,1.4755329831497972,4.7673469387755105
304,1.4755329831497972,4.7397959183673475
305,1.4755329831497972,4.712244897959184
306,1.4755329831497972,4.6846938775510205
307,1.4755329831497972,4.6571428571428575
308,1.4755329831497972,4.629591836734694
309,1.4755329831497972,4.6020408163265305
310,1.4755329831497972,4.5744897959183675
311,1.4755329831497972,4.546938775510204
312,1.4755329831497972,4.519387755102041
313,1.4755329831497972,4.491836734693878
314,1.4755329831497972,4.464285714285714
315,1.4755329831497972,4.436734693877551
316,1.4755329831497972,4.409183673469388
317,1.4755329831497972,4.381632653061224
318,1.4755329831497972,4.354081632653061
319,1.4755329831497972,4.326530612244898
320,1.4755329831497972,4.298979591836735
321,1.4755329831497972,4.271428571428572
322,1.4755329831497972,4.243877551020408
323,1.4755329831497972,4.216326530612245
324,1.4755329831497972,4.188775510204081
325,1.4755329831497972,4.161224489795918
326,1.4755329831497972,4.133673469387755
327,1.4755329831497972,4.106122448979592
328,1.4755329831497972,4.078571428571429
329,1.4755329831497972,4.051020408163266
330,1.4755329831497972,4.023469387755102
331,1.4755329831497972,3.995918367346939
332,1.4755329831497972,3.9683673469387757
333,1.4755329831497972,3.9408163265306126
334,1.4755329831497972,3.913265306122449
335,1.4755329831497972,3.885714285714286
336,1.4755329831497972,3.8581632653061226
337,1.4755329831497972,3.8306122448979596
338,1.4755329831497972,3.803061224489796
339,1.4755329831497972,3.775510204081633
340,1.4755329831497972,3.74795918367347
341,1.4755329831497972,3.7204081632653065
342,1.4755329831497972,3.692857142857143
343,1.4755329831497972,3.66530612244898
344,1.4755329831497972,3.637755102040817
345,1.4755329831497972,3.6102040816326535
346,1.4755329831497972,3.58265306122449
347,1.4755329831497972,3.555102040816327
348,1.4755329831497972,3.5275510204081635
349,1.4755329831497972,3.5
350,1.4755329831497972,3.5000000000000004
351,1.4758155642394188,3.4823716323355898
352,1.4766630171371122,3.464761379010608
353,1.478074471027738,3.447187335750775
354,1.4800484755470118,3.429667561073522
355,1.4825830022718496,3.4122200577316417
356,1.4856754468047113,3.3948627542142455
357,1.4893226314497943,3.3776134863240275
358,1.4935208084783311,3.3604899788497713
359,1.498265663979634,3.3435098273529325
360,1.5035523222939293,3.326690480087009
361,1.5093753510224288,3.310049220068281
362,1.5157287666094852,3.2936031473163445
363,1.5226060404911004,3.2773691612826834
364,1.5300001058034667,3.2613639434853434
365,1.537903364644647,3.2456039403675407
366,1.546307695881933,3.2301053463978344
367,1.5552044634968567,3.2148840874292115
368,1.5645845254592847,3.1999558043341985
369,1.5744382431214714,3.185335836932807
370,1.5847554911224209,3.1710392082298315
371,1.5955256677923808,3.157080608977697
372,1.6067377060467731,3.1434743825807168
373,1.6183800847583736,3.130234510356276
374,1.630440840596047,3.117374597168083
375,1.6429075803178796,3.1049078574462503
376,1.6557674935060729,3.0928471016085766
377,1.6690073657305136,3.081204722896976
378,1.6826135921274936,3.069992684642584
379,1.6965721913796283,3.059222507972624
380,1.7108688200826037,3.048905259971675
381,1.7254887874839953,3.039051542309488
382,1.740417070579008,3.02967148034706
383,1.7556383295476314,3.020774712732136
384,1.7711369235173378,3.01237038149485
385,1.7868969266351402,3.00446712265367
386,1.8029021444324804,2.9970730573413036
387,1.8191361304661413,2.990195783459688
388,1.8355822032180777,2.983842367872632
389,1.8522234632368055,2.9780193391441325
390,1.8690428105027295,2.9727326808298367
391,1.886022961999568,2.967987825328534
392,1.9031464694738243,2.963789648299997
393,1.9203957373640423,2.9601424636549143
394,1.9377530408814385,2.9570500191220526
395,1.9552005442233187,2.954515492397215
396,1.972720318900572,2.9525414878779412
397,1.9902943621604052,2.951130033987315
398,2.007904615485387,2.950282581089622
399,2.0255329831497972,2.95
